file,line,match
frontend/package-lock.json,6401,"      ""resolved"": ""https://registry.npmjs.org/ts-api-utils/-/ts-api-utils-2.1.0.tgz"","
frontend/package-lock.json,6414,"      ""resolved"": ""https://registry.npmjs.org/ts-interface-checker/-/ts-interface-checker-0.1.13.tgz"","
frontend/package-lock.json,6420,"      ""resolved"": ""https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz"","
frontend/package-lock.json,6426,"      ""resolved"": ""https://registry.npmjs.org/type-check/-/type-check-0.4.0.tgz"","
frontend/package-lock.json,6439,"      ""resolved"": ""https://registry.npmjs.org/typescript/-/typescript-5.6.3.tgz"","
frontend/package-lock.json,6453,"      ""resolved"": ""https://registry.npmjs.org/typescript-eslint/-/typescript-eslint-8.46.1.tgz"","
frontend/package-lock.json,6468,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,6477,"      ""resolved"": ""https://registry.npmjs.org/undici-types/-/undici-types-7.14.0.tgz"","
frontend/package-lock.json,6484,"      ""resolved"": ""https://registry.npmjs.org/update-browserslist-db/-/update-browserslist-db-1.1.3.tgz"","
frontend/package-lock.json,6490,"          ""url"": ""https://opencollective.com/browserslist"""
frontend/package-lock.json,6494,"          ""url"": ""https://tidelift.com/funding/github/npm/browserslist"""
frontend/package-lock.json,6498,"          ""url"": ""https://github.com/sponsors/ai"""
frontend/package-lock.json,6515,"      ""resolved"": ""https://registry.npmjs.org/uri-js/-/uri-js-4.4.1.tgz"","
frontend/package-lock.json,6525,"      ""resolved"": ""https://registry.npmjs.org/use-callback-ref/-/use-callback-ref-1.3.3.tgz"","
frontend/package-lock.json,6546,"      ""resolved"": ""https://registry.npmjs.org/use-sidecar/-/use-sidecar-1.1.3.tgz"","
frontend/package-lock.json,6568,"      ""resolved"": ""https://registry.npmjs.org/use-sync-external-store/-/use-sync-external-store-1.6.0.tgz"","
frontend/package-lock.json,6577,"      ""resolved"": ""https://registry.npmjs.org/util-deprecate/-/util-deprecate-1.0.2.tgz"","
frontend/package-lock.json,6583,"      ""resolved"": ""https://registry.npmjs.org/vaul/-/vaul-1.1.2.tgz"","
frontend/package-lock.json,6596,"      ""resolved"": ""https://registry.npmjs.org/victory-vendor/-/victory-vendor-36.9.2.tgz"","
frontend/package-lock.json,6618,"      ""resolved"": ""https://registry.npmjs.org/vite/-/vite-6.4.0.tgz"","
frontend/package-lock.json,6637,"        ""url"": ""https://github.com/vitejs/vite?sponsor=1"""
frontend/package-lock.json,6693,"      ""resolved"": ""https://registry.npmjs.org/fdir/-/fdir-6.5.0.tgz"","
frontend/package-lock.json,6711,"      ""resolved"": ""https://registry.npmjs.org/picomatch/-/picomatch-4.0.3.tgz"","
frontend/package-lock.json,6719,"        ""url"": ""https://github.com/sponsors/jonschlinkert"""
frontend/package-lock.json,6724,"      ""resolved"": ""https://registry.npmjs.org/postcss/-/postcss-8.5.6.tgz"","
frontend/package-lock.json,6730,"          ""url"": ""https://opencollective.com/postcss/"""
frontend/package-lock.json,6734,"          ""url"": ""https://tidelift.com/funding/github/npm/postcss"""
frontend/package-lock.json,6738,"          ""url"": ""https://github.com/sponsors/ai"""
frontend/package-lock.json,6753,"      ""resolved"": ""https://registry.npmjs.org/which/-/which-2.0.2.tgz"","
frontend/package-lock.json,6768,"      ""resolved"": ""https://registry.npmjs.org/word-wrap/-/word-wrap-1.2.5.tgz"","
frontend/package-lock.json,6778,"      ""resolved"": ""https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-8.1.0.tgz"","
frontend/package-lock.json,6790,"        ""url"": ""https://github.com/chalk/wrap-ansi?sponsor=1"""
frontend/package-lock.json,6796,"      ""resolved"": ""https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-7.0.0.tgz"","
frontend/package-lock.json,6808,"        ""url"": ""https://github.com/chalk/wrap-ansi?sponsor=1"""
frontend/package-lock.json,6813,"      ""resolved"": ""https://registry.npmjs.org/ansi-regex/-/ansi-regex-5.0.1.tgz"","
frontend/package-lock.json,6822,"      ""resolved"": ""https://registry.npmjs.org/emoji-regex/-/emoji-regex-8.0.0.tgz"","
frontend/package-lock.json,6828,"      ""resolved"": ""https://registry.npmjs.org/string-width/-/string-width-4.2.3.tgz"","
frontend/package-lock.json,6842,"      ""resolved"": ""https://registry.npmjs.org/strip-ansi/-/strip-ansi-6.0.1.tgz"","
frontend/package-lock.json,6854,"      ""resolved"": ""https://registry.npmjs.org/ansi-styles/-/ansi-styles-6.2.3.tgz"","
frontend/package-lock.json,6861,"        ""url"": ""https://github.com/chalk/ansi-styles?sponsor=1"""
frontend/package-lock.json,6866,"      ""resolved"": ""https://registry.npmjs.org/yallist/-/yallist-3.1.1.tgz"","
frontend/package-lock.json,6873,"      ""resolved"": ""https://registry.npmjs.org/yaml/-/yaml-2.8.1.tgz"","
frontend/package-lock.json,6885,"      ""resolved"": ""https://registry.npmjs.org/yocto-queue/-/yocto-queue-0.1.0.tgz"","
frontend/package-lock.json,6893,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,6898,"      ""resolved"": ""https://registry.npmjs.org/zod/-/zod-4.1.12.tgz"","
frontend/package-lock.json,6902,"        ""url"": ""https://github.com/sponsors/colinhacks"""
backend/app/services/ebay.py,16,"        self.sandbox_auth_url = ""https://auth.sandbox.ebay.com/oauth2/authorize"""
backend/app/services/ebay.py,17,"        self.sandbox_token_url = ""https://api.sandbox.ebay.com/identity/v1/oauth2/token"""
backend/app/services/ebay.py,19,"        self.production_auth_url = ""https://auth.ebay.com/oauth2/authorize"""
backend/app/services/ebay.py,20,"        self.production_token_url = ""https://api.ebay.com/identity/v1/oauth2/token"""
backend/app/services/ebay.py,59,"                ""https://api.ebay.com/oauth/api_scope"","
backend/app/services/ebay.py,60,"                ""https://api.ebay.com/oauth/api_scope/sell.account"","
backend/app/services/ebay.py,61,"                ""https://api.ebay.com/oauth/api_scope/sell.fulfillment"","
backend/app/services/ebay.py,62,"                ""https://api.ebay.com/oauth/api_scope/sell.inventory"""
backend/app/services/ebay.py,969,"        api_url = ""https://api.ebay.com/ws/api.dll"" if settings.EBAY_ENVIRONMENT == ""production"" else ""https://api.sandbox.ebay.com/ws/api.dll"""
backend/app/services/ebay.py,1005,"        api_url = ""https://api.ebay.com/ws/api.dll"" if settings.EBAY_ENVIRONMENT == ""production"" else ""https://api.sandbox.ebay.com/ws/api.dll"""
backend/app/services/ebay.py,1041,"        api_url = ""https://api.ebay.com/ws/api.dll"""
backend/app/services/ebay.py,1090,"        api_url = ""https://api.ebay.com/ws/api.dll"""
backend/app/services/ebay.py,1170,"        api_url = ""https://api.ebay.com/ws/api.dll"""
backend/app/services/health_check.py,56,"                ""https://api.ebay.com/ws/api.dll"","
backend/app/config.py,58,"            return ""https://api.sandbox.ebay.com"""
backend/app/config.py,59,"        return ""https://api.ebay.com"""
backend/app/config.py,64,"            return ""https://auth.sandbox.ebay.com"""
backend/app/config.py,65,"        return ""https://auth.ebay.com"""
DEPLOY_NORMALIZATION.md,34,1. Go to: https://ebay-connection-app-k0ge3h93.devinapps.com
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,46,| `BASE_URL` | `https://ebay-connector-staging.pages.dev` | Frontend URL |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,47,| `API_PUBLIC_BASE_URL` | `https://ebay-api-staging.up.railway.app` | Backend API URL |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,48,"| `ALLOWED_ORIGINS` | `https://ebay-connector-staging.pages.dev,https://*.pages.dev` | CORS allowed origins |"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,114,# https://railway.app/project/<PROJECT_ID>/service/<SERVICE_ID>?environment=<ENV_ID>
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,199,1. Go to **eBay Developer Portal**: https://developer.ebay.com/my/keys
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,204,   https://ebay-connector-staging.pages.dev/connections/callback
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,216,curl -I https://ebay-connector-staging.pages.dev/api/healthz
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,226,curl -I https://ebay-api-staging.up.railway.app/healthz
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,235,1. Open browser: `https://ebay-connector-staging.pages.dev`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,300,BASE_URL=https://app.yourdomain.com
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,301,API_PUBLIC_BASE_URL=https://api.yourdomain.com
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,302,"ALLOWED_ORIGINS=https://app.yourdomain.com,https://yourdomain.com"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,421,- Staging: `https://ebay-connector-staging.pages.dev/connections/callback`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,422,- Production: `https://app.yourdomain.com/connections/callback`
start.sh,35,"echo ""🌐 Frontend: http://localhost:5173"""
start.sh,36,"echo ""🔧 Backend:  http://localhost:8000"""
start.sh,37,"echo ""📚 API Docs: http://localhost:8000/docs"""
HANDOFF_PROMPT.md,42,- Server: http://localhost:8000
HANDOFF_PROMPT.md,47,- Server: http://localhost:5173
HANDOFF_PROMPT.md,243,- User will fix tonight: Set redirect URI to `http://localhost:5173/ebay/callback`
HANDOFF_PROMPT.md,293,curl -X POST http://localhost:8000/auth/register \
HANDOFF_PROMPT.md,353,curl http://localhost:8000/healthz
HANDOFF_PROMPT.md,354,curl http://localhost:5173
DEV_REFERENCE.md,394,- **OAuth Redirect:** https://ebay-connection-app-k0ge3h93.devinapps.com/ebay/callback
DEV_REFERENCE.md,395,- **Backend URL:** https://app-qngipkhc.fly.dev
DEV_REFERENCE.md,396,- **Frontend URL:** https://ebay-connection-app-k0ge3h93.devinapps.com
DEV_REFERENCE.md,397,- **Todo List:** https://ebay-connection-app-k0ge3h93.devinapps.com/todolist
artifacts/live-version-A.json,1,"{""error"": ""version.json not found on live site"", ""note"": ""Live site returns index.html, indicating old deployment without build metadata guardrail"", ""live_url"": ""https://ebay-connector-app-0uyvn1o1.devinapps.com""}"
todo-list.html,617,"            🔗 <a href=""https://ebay-connection-app-k0ge3h93.devinapps.com"" style=""color: #667eea;"">View Live App</a>"
DEPLOY_NOW.md,18,1. Open: https://ebay-connection-app-k0ge3h93.devinapps.com/admin
DEPLOY_NOW.md,24,Go to: https://ebay-connection-app-k0ge3h93.devinapps.com/orders
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,46,| `BASE_URL` | `https://ebay-connector-staging.pages.dev` | Frontend URL |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,47,| `API_PUBLIC_BASE_URL` | `https://ebay-api-staging.up.railway.app` | Backend API URL |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,48,"| `ALLOWED_ORIGINS` | `https://ebay-connector-staging.pages.dev,https://*.pages.dev` | CORS allowed origins |"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,114,# https://railway.app/project/<PROJECT_ID>/service/<SERVICE_ID>?environment=<ENV_ID>
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,204,   https://ebay-connector-staging.pages.dev/connections/callback
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,216,curl -I https://ebay-connector-staging.pages.dev/api/healthz
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,226,curl -I https://ebay-api-staging.up.railway.app/healthz
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,235,1. Open browser: `https://ebay-connector-staging.pages.dev`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,421,- Staging: `https://ebay-connector-staging.pages.dev/connections/callback`
backend/app/main.py,14,"        ""https://ebay-ui-app-b6oqapk8.devinapps.com"","
backend/app/main.py,15,"        ""https://ebay-connection-app-k0ge3h93.devinapps.com"","
DEPLOY_NORMALIZATION.md,34,1. Go to: https://ebay-connection-app-k0ge3h93.devinapps.com
frontend/CONFIG.md,88,4. Verify proxy works: `curl -i https://preview-url.pages.dev/api/healthz`
frontend/public/version.json,6,"  ""domain"": ""ebay-connector-app-0uyvn1o1.devinapps.com"""
frontend/src/lib/apiClient.ts,8,  if (typeof window !== 'undefined' && window.location.hostname.includes('devinapps.com')) {
frontend/src/lib/apiClient.ts,9,    return 'https://app-vatxxrtj.fly.dev';
frontend/src/pages/TodoListPage.tsx,406,"          <p className=""mb-2"">🔗 <a href=""https://ebay-connection-app-k0ge3h93.devinapps.com"" className=""text-purple-600 hover:underline"">View Live App</a></p>"
frontend/src/config/build.generated.ts,6,export const BUILD_DOMAIN = 'ebay-connector-app-0uyvn1o1.devinapps.com';
frontend/scripts/write-build-meta.mjs,20,const domain = 'ebay-connector-app-0uyvn1o1.devinapps.com';
DEV_REFERENCE.md,246,DATABASE_URL=postgresql://...
DEV_REFERENCE.md,348,- Switch DATABASE_URL to Postgres
README.md,100,VITE_API_URL=http://localhost:8000
README.md,190,- Verify the API URL in frontend `.env` is correct
DEPLOYMENT_GUIDE.md,40,VITE_API_URL=<your-deployed-backend-url>
DEPLOYMENT_GUIDE.md,141,   - `VITE_API_URL` = Your backend URL
DEPLOYMENT_GUIDE.md,235,VITE_API_URL=<backend-url>
PR2_QUESTIONS_ANSWERS.md,37,      - DATABASE_URL=${DATABASE_URL}
PR2_QUESTIONS_ANSWERS.md,45,      - DATABASE_URL=${DATABASE_URL}
PR2_QUESTIONS_ANSWERS.md,53,      - DATABASE_URL=${DATABASE_URL}
backend/entrypoint.sh,6,"if [ -n ""$DATABASE_URL"" ]; then"
backend/entrypoint.sh,11,"    echo ""⚠️  DATABASE_URL not set, skipping migrations"""
backend/add_missing_columns.py,5,os.environ['DATABASE_URL'] = 'postgresql://postgres:EVfiVxDuuwRa8hAx@db.nrpfahjygulsfxmbmfzv.supabase.co:5432/postgres?sslmode=require'
backend/alembic.ini,87,# sqlalchemy.url is now loaded from environment variable DATABASE_URL in env.py
backend/migrate_to_postgres.py,43,"        os.environ[""DATABASE_URL""] = POSTGRES_URL"
backend/migrate_to_postgres.py,396,"    print(""1. Update backend to use DATABASE_URL"")"
backend/alembic/env.py,23,database_url = settings.DATABASE_URL
backend/app/database.py,6,SQLALCHEMY_DATABASE_URL = settings.DATABASE_URL
backend/app/database.py,13,"if SQLALCHEMY_DATABASE_URL.startswith(""sqlite""):"
backend/app/database.py,15,"elif SQLALCHEMY_DATABASE_URL.startswith(""postgresql""):"
backend/app/database.py,23,"    SQLALCHEMY_DATABASE_URL,"
backend/app/main.py,47,    database_url = settings.DATABASE_URL
backend/app/models_sqlalchemy/__init__.py,6,DATABASE_URL = settings.DATABASE_URL
backend/app/models_sqlalchemy/__init__.py,9,"    DATABASE_URL,"
backend/app/models_sqlalchemy/__init__.py,10,"    connect_args={""check_same_thread"": False} if ""sqlite"" in DATABASE_URL else {},"
backend/app/services/database.py,3,"if ""postgresql"" in settings.DATABASE_URL:"
backend/app/routers/migration.py,15,    engine = create_engine(settings.DATABASE_URL)
backend/app/services/ebay_database.py,541,"if ""postgresql"" in settings.DATABASE_URL:"
backend/app/config.py,24,"    DATABASE_URL: str = ""sqlite:///./ebay_connector.db"""
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,10,"- **Cloudflare Pages** - Frontend with public env vars (BASE_URL, API_PUBLIC_BASE_URL, ALLOWED_ORIGINS)"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,11,"- **Railway** - Backend API with private env vars (DATABASE_URL, JWT_SECRET, EBAY_*, CRON_SECRET)"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,46,| `BASE_URL` | `https://ebay-connector-staging.pages.dev` | Frontend URL |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,47,| `API_PUBLIC_BASE_URL` | `https://ebay-api-staging.up.railway.app` | Backend API URL |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,48,"| `ALLOWED_ORIGINS` | `https://ebay-connector-staging.pages.dev,https://*.pages.dev` | CORS allowed origins |"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,54,| `DATABASE_URL` | `postgresql://user:pass@host:5432/db` | PostgreSQL connection string |
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,148,   - `API_PUBLIC_BASE_URL`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,149,   - `BASE_URL`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,150,   - `ALLOWED_ORIGINS`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,177,"3. Verify all secrets are set (DATABASE_URL, JWT_SECRET, EBAY_*, etc.)"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,209,**Important:** The redirect URI must exactly match: `BASE_URL + OAUTH_REDIRECT_PATH`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,221,**If 404:** Verify `API_PUBLIC_BASE_URL` is set in Cloudflare Pages env vars
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,300,BASE_URL=https://app.yourdomain.com
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,301,API_PUBLIC_BASE_URL=https://api.yourdomain.com
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,302,"ALLOWED_ORIGINS=https://app.yourdomain.com,https://yourdomain.com"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,309,**Cause:** Cloudflare Pages Function not deployed or `API_PUBLIC_BASE_URL` not set
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,313,2. Verify `API_PUBLIC_BASE_URL` is set in Cloudflare Pages environment variables
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,321,1. Verify `ALLOWED_ORIGINS` includes your frontend domain
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,331,1. Verify eBay redirect URL exactly matches: `BASE_URL + /connections/callback`
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,338,**Cause:** `DATABASE_URL` not set or incorrect
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,341,1. Verify `DATABASE_URL` is set in Railway environment variables
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,342,"2. Test connection: `railway run python -c ""from app.config import settings; print(settings.DATABASE_URL)""`"
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,397,- [ ] `DATABASE_URL` uses SSL connection (`?sslmode=require`)
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,398,- [ ] `ALLOWED_ORIGINS` only includes your domains (no `*` in production)
GITHUB_ENVIRONMENTS_DEPLOYMENT.md,417,BASE_URL + OAUTH_REDIRECT_PATH
frontend/src/pages/InventoryPage.tsx,10,  const API_URL = import.meta.env.VITE_API_URL || 'http://localhost:8000';
frontend/src/pages/InventoryPage.tsx,16,"        const response = await fetch(`${API_URL}/api/inventory?limit=50`, {"
frontend/src/pages/FinancialsPage.tsx,17,  const API_URL = import.meta.env.VITE_API_URL || 'http://localhost:8000';
frontend/src/pages/FinancialsPage.tsx,26,"      const response = await fetch(`${API_URL}/api/financials/summary`, {"
frontend/src/pages/AdminJobsPage.tsx,24,  const API_URL = import.meta.env.VITE_API_URL || 'http://localhost:8000';
frontend/src/pages/AdminJobsPage.tsx,35,"      const response = await fetch(`${API_URL}/api/admin/sync-jobs?limit=50`, {"
frontend/src/pages/InventoryPageV3.tsx,46,  const API_URL = import.meta.env.VITE_API_URL || 'http://localhost:8000';
frontend/src/pages/InventoryPageV3.tsx,63,"      const response = await fetch(`${API_URL}/api/inventory/search?${params}`, {"
frontend/src/pages/InventoryPageV3.tsx,87,"      const response = await fetch(`${API_URL}/api/inventory/admin/bulk`, {"
frontend/src/pages/InventoryPageV3.tsx,119,"    window.open(`${API_URL}/api/inventory/export.csv?${params}&token=${token}`, '_blank');"
frontend/src/pages/OffersPageV2.tsx,44,  const API_URL = import.meta.env.VITE_API_URL || 'http://localhost:8000';
frontend/src/pages/OffersPageV2.tsx,69,"      const response = await fetch(`${API_URL}/api/offers?${params}`, {"
frontend/src/pages/OffersPageV2.tsx,90,"      const response = await fetch(`${API_URL}/api/offers/admin/sync`, {"
frontend/src/pages/OffersPageV2.tsx,109,"      const response = await fetch(`${API_URL}/api/offers/admin/sync/jobs/${currentJobId}`, {"
frontend/src/pages/OffersPageV2.tsx,139,"    window.open(`${API_URL}/api/offers/export.csv?${params}&token=${token}`, '_blank');"
frontend/src/pages/InventoryPageV2.tsx,64,  const API_URL = import.meta.env.VITE_API_URL || 'http://localhost:8000';
frontend/src/pages/InventoryPageV2.tsx,87,"      const response = await fetch(`${API_URL}/api/inventory/search?${params}`, {"
frontend/src/pages/InventoryPageV2.tsx,106,"      const response = await fetch(`${API_URL}/api/inventory/${id}`, {"
frontend/src/pages/InventoryPageV2.tsx,127,"      const response = await fetch(`${API_URL}/api/inventory/admin/bulk`, {"
frontend/src/pages/InventoryPageV2.tsx,159,"    window.open(`${API_URL}/api/inventory/export.csv?${params}&token=${token}`, '_blank');"
frontend/src/pages/BuyingPage.tsx,11,  const API_URL = import.meta.env.VITE_API_URL || 'http://localhost:8000';
frontend/src/pages/BuyingPage.tsx,20,"      const response = await fetch(`${API_URL}/api/buying?limit=50`, {"
frontend/src/pages/TransactionsPage.tsx,11,  const API_URL = import.meta.env.VITE_API_URL || 'http://localhost:8000';
frontend/src/pages/TransactionsPage.tsx,20,"      const response = await fetch(`${API_URL}/api/transactions?limit=50`, {"
frontend/functions/api/[[path]].ts,2,  API_PUBLIC_BASE_URL: string;
frontend/functions/api/[[path]].ts,6,  const apiBase = env.API_PUBLIC_BASE_URL;
frontend/CONFIG.md,19,"- `API_PUBLIC_BASE_URL` - The public URL of your backend API (e.g., `https://api.yourdomain.com`)"
frontend/CONFIG.md,44,The function at `functions/api/[[path]].js` strips the `/api` prefix and forwards to `API_PUBLIC_BASE_URL`.
frontend/CONFIG.md,86,2. Set `API_PUBLIC_BASE_URL` environment variable
frontend/CONFIG.md,109,**Cause**: Cloudflare Pages Function not configured or `API_PUBLIC_BASE_URL` not set
DEV_REFERENCE.md,14,- **Deployment:** Fly.io (Backend) + Cloudflare Pages (Frontend)
DEV_REFERENCE.md,227,## PHASE 7: BACKGROUND & DEPLOYMENT
DEV_REFERENCE.md,253,### Deployment
DEV_REFERENCE.md,361,- [ ] Data persistence through redeploy
DEV_REFERENCE.md,378,## DEPLOYMENT CHECKLIST
DEV_REFERENCE.md,384,- [ ] Backend deployed (FastAPI)
DEV_REFERENCE.md,385,- [ ] Frontend deployed (React)
README.md,116,5. Configure your RuName (Redirect URL): `http://localhost:5173/ebay/callback` (or your deployed URL)
README.md,170,## Production Deployment
README.md,172,For production deployment:
EBAY_OAUTH_TROUBLESHOOTING.md,132,### For Deployed Application
EBAY_OAUTH_TROUBLESHOOTING.md,134,When you deploy the application to production:
EBAY_OAUTH_TROUBLESHOOTING.md,136,1. Update your `.env` to use the deployed URL:
EBAY_OAUTH_TROUBLESHOOTING.md,143,3. Redeploy both frontend and backend
EBAY_OAUTH_TROUBLESHOOTING.md,164,**Deployed (Example):**
EBAY_OAUTH_TROUBLESHOOTING.md,168,Frontend deployed at: https://ebay-connector.example.com
DEPLOYMENT_GUIDE.md,1,# Deployment Guide
DEPLOYMENT_GUIDE.md,3,This guide covers deploying the eBay Connector application to production.
DEPLOYMENT_GUIDE.md,5,## Pre-Deployment Checklist
DEPLOYMENT_GUIDE.md,20,EBAY_REDIRECT_URI=<your-deployed-frontend-url>/ebay/callback
DEPLOYMENT_GUIDE.md,40,VITE_API_URL=<your-deployed-backend-url>
DEPLOYMENT_GUIDE.md,51,## Deployment Options
DEPLOYMENT_GUIDE.md,53,### Option 1: Using Devin's Built-in Deployment (Recommended for Quick Testing)
DEPLOYMENT_GUIDE.md,55,The backend can be deployed to Fly.io automatically:
DEPLOYMENT_GUIDE.md,59,deploy backend --dir=/home/ubuntu/ebay-connector-app/backend
DEPLOYMENT_GUIDE.md,62,The frontend can be deployed as a static site:
DEPLOYMENT_GUIDE.md,68,# Deploy
DEPLOYMENT_GUIDE.md,69,deploy frontend --dir=/home/ubuntu/ebay-connector-app/frontend/dist
DEPLOYMENT_GUIDE.md,72,### Option 2: Manual Deployment to Fly.io
DEPLOYMENT_GUIDE.md,74,#### Backend Deployment
DEPLOYMENT_GUIDE.md,86,3. Create `fly.toml` in the backend directory:
DEPLOYMENT_GUIDE.md,111,4. Deploy:
DEPLOYMENT_GUIDE.md,115,fly deploy
DEPLOYMENT_GUIDE.md,127,#### Frontend Deployment to Vercel
DEPLOYMENT_GUIDE.md,134,2. Deploy:
DEPLOYMENT_GUIDE.md,143,### Option 3: Deploy to AWS/Azure/GCP
DEPLOYMENT_GUIDE.md,164,3. Deploy to your cloud provider's container service
DEPLOYMENT_GUIDE.md,180,## Post-Deployment Configuration
DEPLOYMENT_GUIDE.md,185,2. Update your OAuth Redirect URI to match your deployed frontend URL:
DEPLOYMENT_GUIDE.md,204,"- Most deployment platforms (Fly.io, Vercel, Netlify) provide automatic HTTPS"
DEPLOYMENT_GUIDE.md,222,### Backend (.env or deployment platform)
DEPLOYMENT_GUIDE.md,233,### Frontend (.env or deployment platform)
DEPLOYMENT_GUIDE.md,251,- Backend logs are available through your deployment platform
DEPLOYMENT_GUIDE.md,301,## Troubleshooting Deployment Issues
DEPLOYMENT_GUIDE.md,327,If deployment fails:
DEPLOYMENT_GUIDE.md,341,"- **Backend**: Fly.io ($5-10/month), Railway, Render"
DEPLOYMENT_GUIDE.md,347,After deployment:
DEPLOYMENT_GUIDE.md,354,## Quick Deploy Commands Summary
DEPLOYMENT_GUIDE.md,357,# Backend (using Devin deployment)
DEPLOYMENT_GUIDE.md,358,deploy backend --dir=/home/ubuntu/ebay-connector-app/backend
DEPLOYMENT_GUIDE.md,360,# Frontend (using Devin deployment)
DEPLOYMENT_GUIDE.md,363,deploy frontend --dir=/home/ubuntu/ebay-connector-app/frontend/dist
DEPLOYMENT_GUIDE.md,366,cd backend && fly launch && fly deploy
artifacts/live-version-A.json,1,"{""error"": ""version.json not found on live site"", ""note"": ""Live site returns index.html, indicating old deployment without build metadata guardrail"", ""live_url"": ""https://ebay-connector-app-0uyvn1o1.devinapps.com""}"
todo-list.html,217,✅ Backend redeployed successfully</div>
todo-list.html,248,"                        <div class=""todo-desc"">Create permanent storage to prevent data loss on machine suspend/restart/redeploy</div>"
todo-list.html,251,⏳ Configuring fly.toml with volume mount
todo-list.html,252,⏳ Will redeploy and verify persistence through restart</div>
todo-list.html,267,"                        <div class=""todo-title"">Verify Data Persists Through Redeploy<span class=""status-badge status-pending"">PENDING</span></div>"
todo-list.html,268,"                        <div class=""todo-desc"">Test that orders survive backend redeployment</div>"
todo-list.html,557,                ⚡ PHASE 6-9: Advanced Features & Deployment
todo-list.html,607,"                        <div class=""todo-title"">Production Deployment<span class=""status-badge status-pending"">PENDING</span></div>"
todo-list.html,608,"                        <div class=""todo-desc"">Deploy to Render/Railway/Cloudflare Workers + Cloudflare Pages</div>"
backend/simple_deploy_test.sh,2,"echo ""=== Testing Backend Deployment Prerequisites ==="""
backend/migrate_to_postgres.py,397,"    print(""2. Deploy backend"")"
PR2_QUESTIONS_ANSWERS.md,10,The workers are designed to run as separate background processes. Here are the deployment options:
PR2_QUESTIONS_ANSWERS.md,112,**Status:** Need to add startup integration and deployment configs.
PR2_QUESTIONS_ANSWERS.md,690,1. ✅ **Worker Scheduling** - Add startup integration and deployment configs
backend/poetry.lock,419,"description = ""Deploy and manage FastAPI Cloud apps from the command line 🚀"""
DEPLOY_NOW.md,1,# Deploy Normalized Backend - 2 Minute Guide
DEPLOY_NOW.md,5,### 1. Navigate and Deploy
DEPLOY_NOW.md,9,flyctl deploy --app app-qngipkhc
DEPLOY_NOW.md,12,### 2. Wait for Deployment
DEPLOY_NOW.md,14,"- Watch for ""✓ Deployment successful"""
ROADMAP.md,477,"3. **Downtime**: Multi-region deployment, automated backups"
